codigo_gerencial;nome;grupo_macro;nivel;natureza;destino_dfc;descricao_dfc;observacao
DRE.07.03.01.02;Assinaturas digitais;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.03.02;Nuvem e infraestrutura digital;Despesas Administrativas;4;Sintetica;;;
DRE.07.03.02.01;Hospedagem, nuvem e infraestrutura digital;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.03.03;Suporte e servicos de TI;Despesas Administrativas;4;Sintetica;;;
DRE.07.03.03.01;Suporte e servicos de TI;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.03.04;Equipamentos e perifericos de TI;Despesas Administrativas;4;Sintetica;;;
DRE.07.03.04.01;Equipamentos de pequeno valor de TI;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04;Servicos tomados;Despesas Administrativas;3;Sintetica;;;
DRE.07.04.01;Honorarios, consultorias e auditoria;Despesas Administrativas;4;Sintetica;;;
DRE.07.04.01.01;Honorarios contabeis;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.01.02;Honorarios juridicos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.01.03;Consultorias;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.01.04;Auditoria e certificacoes;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.02;Servicos administrativos e tecnicos;Despesas Administrativas;4;Sintetica;;;
DRE.07.04.02.01;Servicos adminsitrativos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.02.02;Despachante, comercio exterior e alfandega;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.02.03;Servicos administrativos contratados;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.02.04;Servicos medicos e ocupacionais;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.03;Servicos de manutencao e apoio;Despesas Administrativas;4;Sintetica;;;
DRE.07.04.03.01;Dedetizacao e controle de pragas;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.03.02;Assistencia, manutencao e reparos em geral;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.04.03.99;Outros servicos tomados;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05;Consumo interno;Despesas Administrativas;3;Sintetica;;;
DRE.07.05.01;Materiais administrativos;Despesas Administrativas;4;Sintetica;;;
DRE.07.05.01.01;Material de escritorio;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.01.02;Correios e postais;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.01.03;Bens de pequeno valor;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.01.04;Materiais diversos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.01.05;Material de consumo geral;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.02;Copa e refeicoes internas;Despesas Administrativas;4;Sintetica;;;
DRE.07.05.02.01;Copa, refeicoes e lanches;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.03;Materiais de limpeza e apoio operacional;Despesas Administrativas;4;Sintetica;;;
DRE.07.05.03.01;Materiais de limpeza;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.05.03.02;Materiais operacionais e de apoio;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.06;Mobilidade administrativa;Despesas Administrativas;3;Sintetica;;;
DRE.07.06.01;Viagens, conducoes e pedagios;Despesas Administrativas;4;Sintetica;;;
DRE.07.06.01.01;Viagens e hospedagens administrativas;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.06.01.02;Estacionamento, pedagios e conducoes;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.06.02;Veiculos e combustiveis;Despesas Administrativas;4;Sintetica;;;
DRE.07.06.02.01;Combustiveis e lubrificantes;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.06.02.02;Aluguel de veiculos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.06.02.03;Manutencao de veiculos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07;Taxas e despesas gerais;Despesas Administrativas;3;Sintetica;;;
DRE.07.07.01;Taxas legais e entidades;Despesas Administrativas;4;Sintetica;;;
DRE.07.07.01.01;Cartorios e taxas legais;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.01.02;Associacoes, conselhos e sindicatos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.01.03;Mensalidades associativas e sindicatos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.02;Multas e penalidades;Despesas Administrativas;4;Sintetica;;;
DRE.07.07.02.01;Multas administrativas e nao dedutiveis;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.03;Depreciacao e amortizacao administrativa;Despesas Administrativas;4;Sintetica;;;
DRE.07.07.03.01;Depreciacao e amortizacao administrativa;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.04;Despesas corporativas diversas;Despesas Administrativas;4;Sintetica;;;
DRE.07.07.04.01;Gastos com cartao corporativo;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.04.02;Brindes institucionais;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.04.03;Eventos corporativos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.04.04;Premios de seguros;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.04.05;Transportes, fretes e deslocamentos administrativos;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.07.07.05;Outras despesas administrativas;Despesas Administrativas;4;Sintetica;;;
DRE.07.07.05.01;Outras despesas administrativas;Despesas Administrativas;5;Analitica;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08;Tributos e provisoes operacionais;Tributos e Provisoes;2;Sintetica;;;
DRE.08.01;Tributos operacionais;Tributos e Provisoes;3;Sintetica;;;
DRE.08.01.01;Tributos financeiros e operacionais;Tributos e Provisoes;4;Sintetica;;;
DRE.08.01.01.01;IOF operacional;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.01.02;Taxas patrimoniais e reguladoras;Tributos e Provisoes;4;Sintetica;;;
DRE.08.01.02.01;Taxas de conselhos e orgaos reguladores;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.01.02.02;IPTU, IPVA e taxas patrimoniais;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.01.03;Outros tributos operacionais;Tributos e Provisoes;4;Sintetica;;;
DRE.08.01.03.01;Outros tributos operacionais;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.02;Provisoes e perdas;Tributos e Provisoes;3;Sintetica;;;
DRE.08.02.01;Provisoes e contingencias;Tributos e Provisoes;4;Sintetica;;;
DRE.08.02.01.01;Provisoes operacionais;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.02.01.02;Contingencias operacionais;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.02.02;Perdas estimadas e diversas;Tributos e Provisoes;4;Sintetica;;;
DRE.08.02.02.01;Perdas estimadas com clientes;Tributos e Provisoes;5;Analitica;DFC.OP.CLIENTES;Valores recebidos de clientes;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.08.02.02.02;Perdas diversas;Tributos e Provisoes;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09;Outros resultados operacionais;Outros Resultados Operacionais;2;Sintetica;;;
DRE.09.01;Outras receitas operacionais;Outros Resultados Operacionais;3;Sintetica;;;
DRE.09.01.01;Recuperacoes e bonificacoes;Outros Resultados Operacionais;4;Sintetica;;;
DRE.09.01.01.01;Bonificacoes recebidas;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.01.01.02;Recuperacoes operacionais;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.01.02;Alienacao de ativos;Outros Resultados Operacionais;4;Sintetica;;;
DRE.09.01.02.01;Receita na alienacao de ativos;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.01.03;Demais receitas operacionais;Outros Resultados Operacionais;4;Sintetica;;;
DRE.09.01.03.01;Demais receitas operacionais;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02;Outras despesas operacionais;Outros Resultados Operacionais;3;Sintetica;;;
DRE.09.02.01;Baixas e alienacao de ativos;Outros Resultados Operacionais;4;Sintetica;;;
DRE.09.02.01.01;Custo na alienacao de ativos;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02.01.02;Baixas operacionais;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02.02;Perdas e demais despesas operacionais;Outros Resultados Operacionais;4;Sintetica;;;
DRE.09.02.02.01;Perdas operacionais nao recorrentes;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02.02.02;Demais despesas operacionais;Outros Resultados Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02.02.03;Outros resultados operacionais identificados;Outros Resultados;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.09.02.03;Retiradas e distribuicoes no resultado;Outros Resultados;4;Sintetica;;;
DRE.09.02.03.01;Retiradas e distribuicoes lancadas no resultado;Outros Resultados;5;Analitica;DFC.FIN.LUCROS_DIV_PAGOS;Lucros e dividendos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.10;EBITDA gerencial;EBITDA;2;Subtotal;;;
DRE.11;Depreciacao e amortizacao destacada;Depreciacao e Amortizacao;2;Sintetica;;;
DRE.11.01;Depreciacao e amortizacao;Depreciacao e Amortizacao;3;Sintetica;;;
DRE.11.01.01;Depreciacao;Depreciacao e Amortizacao;4;Sintetica;;;
DRE.11.01.01.01;Depreciacao destacada;Depreciacao e Amortizacao;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.11.01.02;Amortizacao;Depreciacao e Amortizacao;4;Sintetica;;;
DRE.11.01.02.01;Amortizacao destacada;Depreciacao e Amortizacao;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.11.01.03;Exaustao;Depreciacao e Amortizacao;4;Sintetica;;;
DRE.11.01.03.01;Exaustao destacada;Depreciacao e Amortizacao;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.12;Resultado operacional;Resultado Operacional;2;Subtotal;;;
DRE.13;Resultado financeiro;Resultado Financeiro;2;Sintetica;;;
DRE.13.01;Receitas financeiras;Resultado Financeiro;3;Sintetica;;;
DRE.13.01.01;Rendimentos de aplicacoes;Resultado Financeiro;4;Sintetica;;;
DRE.13.01.01.01;Rendimentos de aplicacoes financeiras;Resultado Financeiro;5;Analitica;DFC.OP.REC_FIN;Receitas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.01.02;Juros, descontos e recuperacoes financeiras;Resultado Financeiro;4;Sintetica;;;
DRE.13.01.02.01;Juros ativos;Resultado Financeiro;5;Analitica;DFC.OP.REC_FIN;Receitas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.01.02.02;Descontos obtidos;Resultado Financeiro;5;Analitica;DFC.OP.REC_FIN;Receitas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.01.02.03;Recuperacoes e atualizacoes financeiras;Resultado Financeiro;5;Analitica;DFC.OP.REC_FIN;Receitas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02;Despesas financeiras;Resultado Financeiro;3;Sintetica;;;
DRE.13.02.01;Tarifas e despesas bancarias;Resultado Financeiro;4;Sintetica;;;
DRE.13.02.01.01;Despesas bancarias;Resultado Financeiro;5;Analitica;DFC.OP.DESP_FIN;Despesas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02.01.02;Tarifas de cartao debito/credito;Resultado Financeiro;5;Analitica;DFC.OP.DESP_FIN;Despesas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02.01.03;IOF e impostos financeiros;Resultado Financeiro;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02.02;Juros, multas e descontos financeiros;Resultado Financeiro;4;Sintetica;;;
DRE.13.02.02.01;Juros e multas passivos;Resultado Financeiro;5;Analitica;DFC.OP.DESP_FIN;Despesas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02.02.02;Descontos concedidos financeiros;Resultado Financeiro;5;Analitica;DFC.OP.DESP_FIN;Despesas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.02.03;Outras despesas financeiras;Resultado Financeiro;4;Sintetica;;;
DRE.13.02.03.01;Outras despesas financeiras;Resultado Financeiro;5;Analitica;DFC.OP.DESP_FIN;Despesas financeiras;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.03;Variacao cambial;Resultado Financeiro;3;Sintetica;;;
DRE.13.03.01;Variacao cambial ativa;Resultado Financeiro;4;Sintetica;;;
DRE.13.03.01.01;Variacao cambial ativa;Resultado Financeiro;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.13.03.02;Variacao cambial passiva;Resultado Financeiro;4;Sintetica;;;
DRE.13.03.02.01;Variacao cambial passiva;Resultado Financeiro;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.14;Resultados nao operacionais;Resultados Nao Operacionais;2;Sintetica;;;
DRE.14.01;Receitas nao operacionais;Resultados Nao Operacionais;3;Sintetica;;;
DRE.14.01.01;Receitas nao operacionais recorrentes;Resultados Nao Operacionais;4;Sintetica;;;
DRE.14.01.01.01;Outras receitas nao operacionais;Resultados Nao Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.14.01.02;Ganhos nao operacionais;Resultados Nao Operacionais;4;Sintetica;;;
DRE.14.01.02.01;Ganhos na venda de ativos nao operacionais;Resultados Nao Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.14.02;Despesas nao operacionais;Resultados Nao Operacionais;3;Sintetica;;;
DRE.14.02.01;Despesas nao operacionais recorrentes;Resultados Nao Operacionais;4;Sintetica;;;
DRE.14.02.01.01;Outras despesas nao operacionais;Resultados Nao Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.14.02.02;Perdas nao operacionais;Resultados Nao Operacionais;4;Sintetica;;;
DRE.14.02.02.01;Perdas na baixa de ativos nao operacionais;Resultados Nao Operacionais;5;Analitica;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.15;Resultado antes de IRPJ e CSLL;Resultado Antes dos Impostos;2;Subtotal;;;
DRE.16;IRPJ e CSLL;IRPJ e CSLL;2;Sintetica;;;
DRE.16.01;IRPJ;IRPJ e CSLL;3;Sintetica;;;
DRE.16.01.01;IRPJ corrente;IRPJ e CSLL;4;Sintetica;;;
DRE.16.01.01.01;IRPJ corrente;IRPJ e CSLL;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.16.01.02;IRPJ diferido;IRPJ e CSLL;4;Sintetica;;;
DRE.16.01.02.01;IRPJ diferido;IRPJ e CSLL;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.16.02;CSLL;IRPJ e CSLL;3;Sintetica;;;
DRE.16.02.01;CSLL corrente;IRPJ e CSLL;4;Sintetica;;;
DRE.16.02.01.01;CSLL corrente;IRPJ e CSLL;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.16.02.02;CSLL diferida;IRPJ e CSLL;4;Sintetica;;;
DRE.16.02.02.01;CSLL diferida;IRPJ e CSLL;5;Analitica;DFC.OP.TRIBUTOS;Tributos pagos;"preenchido automaticamente; edite destino_dfc se quiser mudar"
DRE.17;Resultado liquido;Resultado Liquido;2;Subtotal;;;
